Account_ID,Age,Marital_Status,Dependents,Client_Industry,Residency_Zip,State,Account_Status,Annual_Income,Liquidity_Needs,Investment_Experience,Risk_Tolerance,Investment_Goals,Time_Horizon,Exclusions,SRI_Preferences,Tax_Status
29def8a9d98e,66,Single,3,Data Center REITs,78701,TX,True,574327,Long-Term (5+ years),Limited,Moderate,Philanthropy,Short-term,None,No specific preference,Tax-deferred
a73b83e11f25,30,Married,1,Transaction & Payment Processing Services,66601,KS,True,466308,Immediate (0-3 months),Professional,Aggressive,Retirement,Long-term,Exclude Sector: Materials,Prefer ESG in: Building Products,Taxable
219689975099,49,Married,3,Consumer Finance,85002,AZ,True,389674,Short-Term (3-12 months),Professional,Conservative,Philanthropy,Short-term,None,Prefer ESG in: Real Estate,Taxable
1e7985714515,27,Married,0,Broadline Retail,07105,NJ,True,1264940,Long-Term (5+ years),Professional,Moderate,Education,Short-term,Exclude Sector: Real Estate,Prefer ESG in: Health Care,Taxable
6e51e86d4f61,44,Married,2,Health Care REITs,55104,MN,True,650656,Long-Term (5+ years),Professional,Conservative,Education,Long-term,None,Prefer ESG in: Energy,Tax-deferred
69658a79198a,31,Married,3,"Metal, Glass & Plastic Containers",55104,MN,True,775434,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Long-term,Exclude Company: Ecolab (ECL) | Coterra (CTRA) | Illinois Tool Works (ITW),Prefer ESG in: Investment Banking & Brokerage,Tax-deferred
ec8ff33939bc,70,Married,0,Advertising,25302,WV,True,1202479,Long-Term (5+ years),Moderate,Conservative,Retirement,Short-term,Exclude Company: BXP  Inc. (BXP),Prefer ESG: Exelon (EXC),Taxable
ee8c34118748,46,Single,2,Single-Family Residential REITs,94102,CA,True,782619,Long-Term (5+ years),Experienced,Moderate,Education,Long-term,"Exclude Industry: Metal, Glass & Plastic Containers",No specific preference,Taxable
92ff54433530,50,Single,3,Gas Utilities,72203,AR,True,219705,Immediate (0-3 months),Sophisticated,Aggressive,Retirement,Long-term,Exclude Sector: Real Estate,Prefer ESG: T. Rowe Price (TROW),Taxable
9b5d5d0629a8,37,Single,2,Real Estate Services,19903,DE,True,400231,Short-Term (3-12 months),Sophisticated,Moderate,Income,Short-term,None,Prefer ESG in: Oil & Gas Refining & Marketing,Tax-deferred
e6f3cba26978,52,Married,3,Insurance Brokers,89101,NV,True,1948394,Immediate (0-3 months),Moderate,Conservative,Retirement,Medium-term,Exclude Industry: Electronic Components,Prefer ESG: Alphabet Inc. (Class A) (GOOGL),Tax-deferred
95bbb67c21fd,36,Single,4,Gold,99201,WA,True,763734,Short-Term (3-12 months),Moderate,Conservative,Retirement,Short-term,None,Prefer ESG: Coterra (CTRA),Tax-deferred
36cf27478294,54,Single,4,Food Distributors,82010,WY,True,702031,Short-Term (3-12 months),None,Conservative,Philanthropy,Medium-term,None,Prefer ESG in: Semiconductors,Taxable
e5db398f2676,36,Single,1,Broadline Retail,35204,AL,True,221948,Immediate (0-3 months),Moderate,Conservative,Education,Short-term,Exclude Industry: Health Care Supplies,Prefer ESG: PPG Industries (PPG),Taxable
f204e768f1d9,32,Single,1,Multi-Sector Holdings,41001,KY,True,219034,Immediate (0-3 months),Limited,Moderate,Philanthropy,Short-term,Exclude Sector: Real Estate,Prefer ESG: Seagate Technology (STX),Taxable
991a2c55d10a,34,Married,0,Technology Distributors,99202,WA,True,568776,Short-Term (3-12 months),Sophisticated,Aggressive,Education,Long-term,Exclude Industry: Automobile Manufacturers,Prefer ESG in: Food Distributors,Taxable
653869ff0e66,35,Single,2,Industrial REITs,82009,WY,True,1631701,Medium-Term (1-5 years),Limited,Conservative,Education,Long-term,Exclude Company: Take Two Interactive (TTWO) | Verisign (VRSN),Prefer ESG in: Semiconductors,Tax-deferred
05ff95900fcd,30,Married,1,Office REITs,25303,WV,True,697892,Short-Term (3-12 months),Experienced,Moderate,Retirement,Short-term,None,Prefer ESG in: Oil & Gas Storage & Transportation,Tax-deferred
872bf54631df,36,Married,3,Managed Health Care,05404,VT,True,485986,Long-Term (5+ years),Moderate,Conservative,Retirement,Long-term,"Exclude Industry: Apparel, Accessories & Luxury Goods",Prefer ESG: Amcor (AMCR),Tax-deferred
1c1c8ede9e5e,38,Married,0,Interactive Home Entertainment,64101,MO,True,833114,Immediate (0-3 months),Experienced,Moderate,Philanthropy,Short-term,Exclude Industry: Electronic Manufacturing Services,No specific preference,Tax-deferred
26d7450a9870,44,Married,3,Paper & Plastic Packaging Products & Materials,19105,PA,True,700099,Immediate (0-3 months),Professional,Aggressive,Income,Short-term,Exclude Company: Exelon (EXC),Prefer ESG in: Real Estate,Tax-deferred
463a8a78ac15,36,Single,4,Interactive Home Entertainment,10007,NY,True,544170,Short-Term (3-12 months),Sophisticated,Moderate,Education,Medium-term,None,No specific preference,Tax-deferred
850301ab97d9,70,Married,2,Insurance Brokers,64101,MO,True,177146,Long-Term (5+ years),Experienced,Moderate,Income,Medium-term,Exclude Company: Abbott Laboratories (ABT) | Paramount Global (PARA) | Ross Stores (ROST),Prefer ESG in: Materials,Taxable
eee86e3c820c,25,Single,0,Single-Family Residential REITs,80205,CO,True,1359316,Short-Term (3-12 months),Experienced,Aggressive,Retirement,Short-term,Exclude Company: Extra Space Storage (EXR),Prefer ESG in: Rail Transportation,Taxable
a6c492d4fdef,78,Married,3,Packaged Foods & Meats,59105,MT,True,755055,Short-Term (3-12 months),Limited,Conservative,Retirement,Medium-term,"Exclude Industry: Technology Hardware, Storage & Peripherals",Prefer ESG in: Semiconductor Materials & Equipment,Tax-deferred
ffb58d146557,61,Single,0,Pharmaceuticals,08601,NJ,True,255224,Medium-Term (1-5 years),Moderate,Moderate,Education,Short-term,Exclude Sector: Information Technology,"Prefer ESG in: Technology Hardware, Storage & Peripherals",Tax-deferred
8b66bdd8d1f1,41,Single,2,Personal Care Products,48202,MI,True,1624451,Short-Term (3-12 months),None,Aggressive,Income,Long-term,Exclude Sector: Energy,Prefer ESG: Tesla  Inc. (TSLA),Tax-deferred
dd255c0f7835,44,Married,4,Transaction & Payment Processing Services,83702,ID,True,173357,Long-Term (5+ years),None,Conservative,Retirement,Short-term,None,Prefer ESG: Illinois Tool Works (ITW),Taxable
691d541c47fe,55,Married,1,Independent Power Producers & Energy Traders,85302,AZ,False,199075,Immediate (0-3 months),Moderate,Aggressive,Retirement,Long-term,Exclude Sector: Consumer Discretionary,No specific preference,Tax-deferred
1877faf6e583,51,Married,3,Drug Retail,68502,NE,False,415477,Medium-Term (1-5 years),Limited,Aggressive,Income,Medium-term,Exclude Sector: Materials,Prefer ESG in: Real Estate,Tax-deferred
98e6491b5812,57,Married,4,Retail REITs,19905,DE,True,203465,Medium-Term (1-5 years),Professional,Conservative,Education,Medium-term,None,Prefer ESG in: Industrials,Tax-deferred
c617ad82f1d4,58,Married,4,Commodity Chemicals,33103,FL,False,261890,Long-Term (5+ years),None,Conservative,Philanthropy,Long-term,Exclude Sector: Information Technology,Prefer ESG in: Industrial Machinery & Supplies & Components,Tax-deferred
50ede7134485,65,Married,2,Agricultural & Farm Machinery,23220,VA,True,869106,Medium-Term (1-5 years),Sophisticated,Conservative,Income,Medium-term,Exclude Company: Coterra (CTRA) | Old Dominion (ODFL),Prefer ESG in: Communication Services,Taxable
23a27e625c8b,48,Married,3,Distributors,25303,WV,True,1923682,Medium-Term (1-5 years),Moderate,Conservative,Retirement,Short-term,Exclude Industry: Casinos & Gaming,Prefer ESG in: Information Technology,Taxable
581161afb2ad,28,Married,0,Human Resource & Employment Services,96804,HI,True,643951,Long-Term (5+ years),Experienced,Aggressive,Income,Medium-term,Exclude Sector: Consumer Discretionary,Prefer ESG: American Express (AXP),Tax-deferred
284547998cdf,61,Single,2,Brewers,46205,IN,True,174032,Immediate (0-3 months),Sophisticated,Conservative,Retirement,Long-term,None,No specific preference,Tax-deferred
7c6cd1b6c778,34,Married,1,Data Processing & Outsourced Services,84601,UT,True,778070,Immediate (0-3 months),Sophisticated,Aggressive,Education,Short-term,None,Prefer ESG in: Food Retail,Tax-deferred
93cc532fb08a,76,Married,3,Human Resource & Employment Services,21205,MD,True,249103,Medium-Term (1-5 years),Experienced,Conservative,Philanthropy,Medium-term,Exclude Industry: Research & Consulting Services,Prefer ESG in: Financials,Taxable
d371474d6804,62,Married,2,Other Specialized REITs,07104,NJ,True,860526,Long-Term (5+ years),Experienced,Aggressive,Philanthropy,Long-term,None,Prefer ESG in: Home Improvement Retail,Tax-deferred
d70bd36ea936,46,Single,3,Internet Services & Infrastructure,03102,NH,True,1851020,Immediate (0-3 months),Limited,Aggressive,Income,Medium-term,None,Prefer ESG in: Financials,Tax-deferred
eccb7710ed52,24,Married,2,Integrated Telecommunication Services,83202,ID,True,1892296,Medium-Term (1-5 years),Sophisticated,Moderate,Retirement,Medium-term,Exclude Industry: Data Center REITs,Prefer ESG: A. O. Smith (AOS),Tax-deferred
9c172d3599eb,46,Married,2,Oil & Gas Equipment & Services,80205,CO,True,520333,Short-Term (3-12 months),Limited,Moderate,Retirement,Long-term,Exclude Industry: Regional Banks,No specific preference,Taxable
59d29b037c0e,42,Married,4,Construction Materials,27602,NC,True,261470,Long-Term (5+ years),None,Conservative,Income,Short-term,Exclude Sector: Real Estate,Prefer ESG: Uber (UBER),Taxable
5148ce7e58ea,49,Married,2,Health Care Technology,94102,CA,True,400180,Long-Term (5+ years),Limited,Conservative,Philanthropy,Long-term,Exclude Company: Molina Healthcare (MOH) | Uber (UBER),Prefer ESG in: Health Care,Taxable
6eb1e55c385d,64,Married,3,Life & Health Insurance,82002,WY,True,1318683,Medium-Term (1-5 years),Experienced,Moderate,Retirement,Long-term,Exclude Company: Illinois Tool Works (ITW),No specific preference,Tax-deferred
5b408caf1dab,39,Single,0,Homebuilding,77004,TX,True,443879,Long-Term (5+ years),Professional,Aggressive,Retirement,Long-term,Exclude Sector: Communication Services,No specific preference,Taxable
48fed9885dab,45,Married,2,Drug Retail,05404,VT,True,501551,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Long-term,Exclude Sector: Utilities,Prefer ESG in: Health Care,Taxable
dbb21fa7bc18,51,Married,2,Consumer Finance,59602,MT,True,407089,Short-Term (3-12 months),Limited,Aggressive,Philanthropy,Medium-term,None,Prefer ESG in: Other Specialty Retail,Tax-deferred
36b16a98b50c,70,Married,4,Agricultural & Farm Machinery,05402,VT,True,734060,Short-Term (3-12 months),Sophisticated,Moderate,Education,Long-term,Exclude Sector: Communication Services,Prefer ESG: Alliant Energy (LNT),Taxable
4c27c623a651,43,Married,0,Consumer Finance,43201,OH,True,117096,Short-Term (3-12 months),Limited,Moderate,Education,Medium-term,None,Prefer ESG in: Financials,Tax-deferred
ad09340e3b5c,61,Single,3,"Hotels, Resorts & Cruise Lines",67203,KS,False,175312,Long-Term (5+ years),Experienced,Moderate,Income,Long-term,Exclude Industry: Restaurants,Prefer ESG in: Industrial REITs,Taxable
633ec0575e9a,58,Single,2,Hotel & Resort REITs,06107,CT,True,263351,Long-Term (5+ years),Moderate,Aggressive,Income,Medium-term,Exclude Company: DTE Energy (DTE) | Verisign (VRSN) | Paramount Global (PARA),Prefer ESG: DTE Energy (DTE),Taxable
4f520c8c995d,21,Single,1,Apparel Retail,72205,AR,True,199000,Immediate (0-3 months),Professional,Moderate,Education,Medium-term,None,No specific preference,Taxable
ced173935e72,44,Single,2,Aerospace & Defense,05402,VT,True,167903,Medium-Term (1-5 years),Limited,Conservative,Retirement,Medium-term,Exclude Industry: Cable & Satellite,Prefer ESG in: Communication Services,Taxable
6fc6b7c90d60,31,Married,3,Transaction & Payment Processing Services,03060,NH,True,599352,Immediate (0-3 months),Professional,Moderate,Income,Long-term,Exclude Industry: Industrial Gases,No specific preference,Taxable
0b52adad1eda,54,Married,2,Advertising,19902,DE,True,712734,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Short-term,None,Prefer ESG in: Real Estate,Tax-deferred
9302960fa84a,27,Married,0,Electronic Components,32802,FL,True,263115,Medium-Term (1-5 years),Experienced,Aggressive,Philanthropy,Short-term,Exclude Company: Agilent Technologies (A),No specific preference,Tax-deferred
41b7f2f38be9,63,Married,3,Telecom Tower REITs,83202,ID,True,127844,Immediate (0-3 months),Moderate,Conservative,Retirement,Long-term,Exclude Sector: Industrials,No specific preference,Tax-deferred
18be170083c6,58,Married,1,Commodity Chemicals,32802,FL,True,1486016,Immediate (0-3 months),Limited,Conservative,Income,Long-term,None,Prefer ESG: Charles River Laboratories (CRL),Taxable
0e89890db52c,22,Single,0,Industrial Conglomerates,29205,SC,True,151073,Immediate (0-3 months),None,Aggressive,Philanthropy,Medium-term,Exclude Industry: Semiconductors,"Prefer ESG in: Hotels, Resorts & Cruise Lines",Taxable
7b91c2063f2c,21,Single,0,Investment Banking & Brokerage,31402,GA,False,604914,Immediate (0-3 months),Moderate,Aggressive,Income,Long-term,None,Prefer ESG in: Integrated Telecommunication Services,Tax-deferred
504ae8ede58c,50,Single,1,Agricultural Products & Services,99506,AK,True,640622,Medium-Term (1-5 years),Professional,Conservative,Philanthropy,Long-term,None,Prefer ESG in: Energy,Tax-deferred
32aec02da3f7,28,Married,0,Building Products,37202,TN,True,724485,Immediate (0-3 months),Moderate,Moderate,Income,Long-term,Exclude Sector: Utilities,Prefer ESG in: Consumer Discretionary,Taxable
3410f46cec60,46,Married,3,Health Care Distributors,83704,ID,True,1753611,Medium-Term (1-5 years),None,Moderate,Education,Medium-term,None,No specific preference,Tax-deferred
7f8e12c44049,67,Married,1,Construction Machinery & Heavy Transportation Equipment,21201,MD,True,286174,Immediate (0-3 months),Experienced,Conservative,Education,Medium-term,None,Prefer ESG: Duke Energy (DUK),Tax-deferred
c96156763e00,56,Single,2,Electronic Manufacturing Services,60606,IL,False,576555,Short-Term (3-12 months),None,Aggressive,Retirement,Short-term,Exclude Company: EOG Resources (EOG) | Illinois Tool Works (ITW) | Extra Space Storage (EXR),Prefer ESG in: Financial Exchanges & Data,Taxable
03fd0b3735ba,62,Single,1,Air Freight & Logistics,84102,UT,False,842619,Immediate (0-3 months),Experienced,Conservative,Retirement,Medium-term,Exclude Company: Campbells Company (The) (CPB),Prefer ESG in: Industrials,Tax-deferred
6ecc3886f627,33,Single,2,Hotel & Resort REITs,98102,WA,True,918090,Long-Term (5+ years),Limited,Moderate,Education,Medium-term,Exclude Sector: Communication Services,No specific preference,Taxable
20e2c5c5de32,24,Single,1,Multi-line Insurance,21204,MD,True,1357642,Medium-Term (1-5 years),Moderate,Moderate,Philanthropy,Long-term,Exclude Sector: Industrials,No specific preference,Taxable
ed499375b541,25,Single,0,Interactive Home Entertainment,89102,NV,True,775938,Long-Term (5+ years),Moderate,Aggressive,Income,Long-term,None,Prefer ESG in: Industrials,Tax-deferred
563a83ee5da2,26,Married,0,Industrial Machinery & Supplies & Components,80204,CO,True,164503,Medium-Term (1-5 years),None,Moderate,Philanthropy,Short-term,None,No specific preference,Tax-deferred
b673735efbd1,67,Married,1,Aerospace & Defense,57103,SD,True,162304,Medium-Term (1-5 years),Experienced,Conservative,Philanthropy,Medium-term,None,Prefer ESG in: Real Estate,Taxable
ca3334b118ea,34,Married,3,"Hotels, Resorts & Cruise Lines",84601,UT,True,120675,Immediate (0-3 months),Professional,Aggressive,Philanthropy,Long-term,Exclude Industry: Communications Equipment,Prefer ESG: Extra Space Storage (EXR),Taxable
e562136f3b18,21,Single,0,Footwear,99507,AK,True,247715,Immediate (0-3 months),Experienced,Aggressive,Philanthropy,Long-term,Exclude Sector: Consumer Staples,Prefer ESG: Waters Corporation (WAT),Tax-deferred
bf9b74b58fa3,63,Married,4,Construction & Engineering,47902,IN,True,659293,Long-Term (5+ years),Moderate,Conservative,Retirement,Short-term,Exclude Sector: Utilities,No specific preference,Tax-deferred
2a7d4d69edc8,53,Single,3,Asset Management & Custody Banks,07102,NJ,True,1311945,Medium-Term (1-5 years),Limited,Moderate,Education,Short-term,None,Prefer ESG: Mondelez International (MDLZ),Tax-deferred
ccc97fc39b3d,34,Single,2,Wireless Telecommunication Services,10002,NY,True,176570,Long-Term (5+ years),None,Moderate,Education,Long-term,Exclude Company: Equinix (EQIX),Prefer ESG in: Brewers,Tax-deferred
36259f1aacf6,64,Married,4,Agricultural & Farm Machinery,28204,NC,True,745347,Immediate (0-3 months),Sophisticated,Conservative,Education,Long-term,Exclude Industry: Research & Consulting Services,Prefer ESG in: Information Technology,Tax-deferred
6ac7079b025c,50,Married,2,IT Consulting & Other Services,32801,FL,True,309935,Medium-Term (1-5 years),Experienced,Aggressive,Philanthropy,Medium-term,Exclude Company: Vici Properties (VICI),No specific preference,Taxable
2c1570421893,44,Married,0,Distillers & Vintners,63104,MO,True,354691,Immediate (0-3 months),Sophisticated,Moderate,Income,Short-term,Exclude Industry: Packaged Foods & Meats,Prefer ESG: Seagate Technology (STX),Taxable
809c9cfa8678,60,Married,2,Trading Companies & Distributors,59102,MT,True,206818,Long-Term (5+ years),Experienced,Moderate,Education,Long-term,None,Prefer ESG: Estae Lauder Companies (The) (EL),Tax-deferred
6bd6412732f2,30,Married,1,Single-Family Residential REITs,10003,NY,True,731939,Long-Term (5+ years),Experienced,Aggressive,Income,Short-term,Exclude Industry: Life Sciences Tools & Services,Prefer ESG in: Industrials,Taxable
7af65c551c5b,47,Single,3,Soft Drinks & Non-alcoholic Beverages,48203,MI,True,1819091,Immediate (0-3 months),Sophisticated,Conservative,Retirement,Medium-term,Exclude Sector: Energy,Prefer ESG: Duke Energy (DUK),Taxable
fdc968a379ce,23,Single,1,Personal Care Products,03060,NH,True,603289,Immediate (0-3 months),Moderate,Conservative,Income,Long-term,Exclude Sector: Consumer Staples,Prefer ESG in: Systems Software,Tax-deferred
800866adffc6,51,Single,2,Household Products,73105,OK,False,287776,Medium-Term (1-5 years),Experienced,Aggressive,Philanthropy,Short-term,Exclude Sector: Energy,No specific preference,Tax-deferred
901b867709d5,36,Single,2,Timber REITs,07105,NJ,True,1480506,Short-Term (3-12 months),Limited,Aggressive,Retirement,Short-term,Exclude Company: Exelon (EXC),Prefer ESG in: Communication Services,Taxable
4aa66f9365a0,63,Married,1,Paper & Plastic Packaging Products & Materials,60603,IL,True,264524,Long-Term (5+ years),Limited,Moderate,Education,Medium-term,Exclude Company: Molina Healthcare (MOH),Prefer ESG in: Real Estate,Tax-deferred
e9f7540ae309,64,Single,4,Life & Health Insurance,19901,DE,True,256220,Long-Term (5+ years),Moderate,Aggressive,Philanthropy,Medium-term,Exclude Company: Workday  Inc. (WDAY),Prefer ESG in: Consumer Staples,Tax-deferred
3b46e623b9a0,73,Single,3,Asset Management & Custody Banks,01702,MA,True,883780,Immediate (0-3 months),Experienced,Conservative,Education,Medium-term,Exclude Sector: Information Technology,Prefer ESG: Everest Group (EG),Taxable
334bfcc5c4b5,40,Married,2,Brewers,74101,OK,True,1355836,Medium-Term (1-5 years),Experienced,Conservative,Education,Short-term,Exclude Company: Charles River Laboratories (CRL),No specific preference,Tax-deferred
755a5284d5f7,67,Single,1,Data Center REITs,38101,TN,True,1554575,Medium-Term (1-5 years),Professional,Moderate,Income,Long-term,Exclude Industry: Office REITs,Prefer ESG in: Energy,Taxable
e8940f4fbcc8,31,Single,0,Agricultural & Farm Machinery,07105,NJ,True,204064,Medium-Term (1-5 years),Limited,Aggressive,Education,Short-term,Exclude Company: Mondelez International (MDLZ),Prefer ESG in: Communication Services,Tax-deferred
9ce580db5495,41,Married,0,Distillers & Vintners,50303,IA,True,456698,Immediate (0-3 months),None,Aggressive,Education,Medium-term,Exclude Industry: Health Care Distributors,Prefer ESG in: Electrical Components & Equipment,Taxable
de129b312b0b,63,Married,2,Regional Banks,23221,VA,True,1530568,Short-Term (3-12 months),Limited,Moderate,Retirement,Long-term,None,Prefer ESG: Campbells Company (The) (CPB),Tax-deferred
2b5445d1a0fe,38,Married,4,Agricultural & Farm Machinery,27602,NC,False,1883126,Medium-Term (1-5 years),Experienced,Moderate,Philanthropy,Long-term,None,Prefer ESG in: Consumer Staples,Taxable
b6338fb9735f,29,Married,0,Computer & Electronics Retail,57502,SD,True,1723941,Short-Term (3-12 months),Sophisticated,Moderate,Income,Medium-term,Exclude Sector: Consumer Staples,Prefer ESG in: Materials,Taxable
57fded498262,57,Single,4,Electrical Components & Equipment,55401,MN,True,150936,Immediate (0-3 months),Sophisticated,Conservative,Retirement,Medium-term,None,Prefer ESG: Everest Group (EG),Tax-deferred
45160206d4e7,40,Single,2,Insurance Brokers,99506,AK,True,1754272,Short-Term (3-12 months),Professional,Conservative,Income,Long-term,Exclude Sector: Industrials,No specific preference,Tax-deferred
036ee588ba48,22,Single,0,Gas Utilities,02101,MA,True,242997,Immediate (0-3 months),Sophisticated,Conservative,Education,Medium-term,None,No specific preference,Tax-deferred
41a7108833cc,49,Married,0,"Hotels, Resorts & Cruise Lines",55101,MN,True,224208,Immediate (0-3 months),Professional,Aggressive,Education,Medium-term,None,No specific preference,Taxable
2e4e4ca6f165,42,Single,2,Leisure Products,58501,ND,True,1344035,Immediate (0-3 months),None,Conservative,Education,Short-term,Exclude Industry: Interactive Media & Services,Prefer ESG in: Research & Consulting Services,Taxable
375c8e4d84cd,50,Married,4,Industrial Machinery & Supplies & Components,83702,ID,True,217094,Immediate (0-3 months),Limited,Aggressive,Philanthropy,Short-term,Exclude Sector: Real Estate,Prefer ESG in: Utilities,Taxable
c21b6172125a,56,Married,1,Automobile Manufacturers,71102,LA,True,1765093,Immediate (0-3 months),Limited,Aggressive,Retirement,Long-term,Exclude Company: Estae Lauder Companies (The) (EL) | Equinix (EQIX),Prefer ESG in: Health Care,Taxable
b430743c4132,52,Married,3,Aerospace & Defense,84103,UT,True,508400,Medium-Term (1-5 years),None,Aggressive,Philanthropy,Medium-term,None,Prefer ESG in: Utilities,Tax-deferred
54549caff260,55,Married,1,Oil & Gas Storage & Transportation,67201,KS,True,173793,Long-Term (5+ years),None,Aggressive,Philanthropy,Long-term,None,No specific preference,Tax-deferred
fb6124e76fb3,29,Married,1,Brewers,30305,GA,True,995523,Long-Term (5+ years),Professional,Moderate,Philanthropy,Long-term,Exclude Company: Workday  Inc. (WDAY),Prefer ESG: Fox Corporation (Class A) (FOXA),Tax-deferred
b95d62bbc733,55,Married,1,Movies & Entertainment,37201,TN,True,210943,Long-Term (5+ years),Limited,Conservative,Retirement,Short-term,Exclude Company: T. Rowe Price (TROW) | Ford Motor Company (F),No specific preference,Taxable
e39ae6dae274,45,Single,0,Distributors,78702,TX,True,623898,Long-Term (5+ years),None,Aggressive,Retirement,Long-term,Exclude Company: Tesla  Inc. (TSLA) | Ecolab (ECL) | Everest Group (EG),No specific preference,Tax-deferred
7fc5022a0eba,63,Single,1,Heavy Electrical Equipment,68105,NE,True,570944,Medium-Term (1-5 years),Limited,Moderate,Retirement,Medium-term,Exclude Sector: Real Estate,Prefer ESG in: Restaurants,Tax-deferred
9f79200eaf0e,65,Married,4,"Metal, Glass & Plastic Containers",89104,NV,True,206676,Immediate (0-3 months),Professional,Conservative,Retirement,Long-term,Exclude Company: Keurig Dr Pepper (KDP) | General Motors (GM) | Ecolab (ECL),Prefer ESG in: Industrials,Taxable
122549f66814,44,Married,2,Environmental & Facilities Services,48202,MI,False,1919199,Short-Term (3-12 months),None,Moderate,Retirement,Medium-term,Exclude Industry: Systems Software,Prefer ESG: Mondelez International (MDLZ),Tax-deferred
797aa89de2cb,70,Married,4,Automotive Parts & Equipment,48205,MI,True,395842,Short-Term (3-12 months),Moderate,Conservative,Philanthropy,Long-term,Exclude Sector: Information Technology,Prefer ESG in: Broadline Retail,Taxable
7fa44a7ab870,69,Single,3,Diversified Banks,06104,CT,False,1538902,Long-Term (5+ years),Limited,Conservative,Education,Long-term,None,Prefer ESG in: Drug Retail,Tax-deferred
146db8651405,52,Married,0,Heavy Electrical Equipment,73103,OK,True,452195,Medium-Term (1-5 years),Professional,Conservative,Income,Medium-term,Exclude Sector: Consumer Discretionary,No specific preference,Taxable
2f24c7650d90,69,Single,3,Electronic Manufacturing Services,21204,MD,True,1455710,Long-Term (5+ years),Sophisticated,Conservative,Retirement,Medium-term,Exclude Industry: Oil & Gas Exploration & Production,Prefer ESG in: Distillers & Vintners,Tax-deferred
ac3acd96d8bd,48,Married,0,Oil & Gas Equipment & Services,90210,CA,True,101866,Immediate (0-3 months),Moderate,Aggressive,Income,Medium-term,Exclude Industry: Research & Consulting Services,Prefer ESG: Seagate Technology (STX),Tax-deferred
275c3f1111cd,37,Married,3,Electronic Equipment & Instruments,67201,KS,True,555645,Short-Term (3-12 months),Moderate,Conservative,Education,Medium-term,None,Prefer ESG in: Systems Software,Taxable
1fd312c6b87b,37,Single,2,Application Software,30302,GA,True,291056,Medium-Term (1-5 years),Experienced,Conservative,Education,Short-term,None,Prefer ESG in: Health Care,Taxable
a350e52e2d54,39,Single,3,Casinos & Gaming,03060,NH,True,1044287,Immediate (0-3 months),Moderate,Moderate,Education,Short-term,Exclude Company: Weyerhaeuser (WY) | Estae Lauder Companies (The) (EL),Prefer ESG: ExxonMobil (XOM),Tax-deferred
fac3ec7f0029,21,Single,2,Multi-line Insurance,99201,WA,True,293606,Immediate (0-3 months),None,Conservative,Income,Medium-term,Exclude Company: Invesco (IVZ) | Everest Group (EG),Prefer ESG in: Consumer Staples Merchandise Retail,Tax-deferred
7a7b2f4c6ab0,41,Married,2,Movies & Entertainment,23220,VA,True,260757,Immediate (0-3 months),Experienced,Moderate,Education,Long-term,Exclude Company: A. O. Smith (AOS) | Uber (UBER),Prefer ESG in: Interactive Home Entertainment,Taxable
69122418b582,27,Married,2,Automobile Manufacturers,01702,MA,True,393562,Immediate (0-3 months),None,Conservative,Income,Long-term,Exclude Industry: Hotel & Resort REITs,Prefer ESG in: Real Estate,Taxable
3b1c86d931ba,65,Married,4,Brewers,96802,HI,True,1979122,Long-Term (5+ years),Limited,Conservative,Education,Long-term,Exclude Company: Ford Motor Company (F) | Interpublic Group of Companies (The) (IPG),"Prefer ESG in: Apparel, Accessories & Luxury Goods",Taxable
036e3475f67d,37,Married,4,Paper & Plastic Packaging Products & Materials,98105,WA,True,498703,Long-Term (5+ years),Moderate,Conservative,Retirement,Short-term,Exclude Sector: Consumer Staples,Prefer ESG in: Health Care Technology,Taxable
448b73893cfa,60,Married,1,Data Processing & Outsourced Services,94102,CA,True,383169,Long-Term (5+ years),Limited,Moderate,Income,Medium-term,None,Prefer ESG in: Consumer Staples,Taxable
4f1fd878bccc,62,Single,3,Oil & Gas Refining & Marketing,83201,ID,True,1860606,Immediate (0-3 months),Moderate,Conservative,Retirement,Short-term,Exclude Company: CME Group (CME) | PPG Industries (PPG),Prefer ESG in: Semiconductor Materials & Equipment,Tax-deferred
0a4bf8d2a5a5,33,Married,1,Broadline Retail,37202,TN,True,1387985,Long-Term (5+ years),Experienced,Conservative,Education,Medium-term,Exclude Industry: Footwear,Prefer ESG in: Consumer Staples,Tax-deferred
3b5dcd5025bc,39,Married,0,Electric Utilities,29401,SC,True,699034,Medium-Term (1-5 years),Experienced,Conservative,Education,Long-term,Exclude Company: Uber (UBER) | Mondelez International (MDLZ) | Waters Corporation (WAT),Prefer ESG in: Homefurnishing Retail,Taxable
58bfa81fbda4,71,Single,0,Oil & Gas Exploration & Production,88001,NM,True,286336,Medium-Term (1-5 years),Sophisticated,Aggressive,Education,Short-term,Exclude Sector: Communication Services,Prefer ESG in: Communication Services,Taxable
668e1c3e42d6,79,Married,0,Food Retail,84102,UT,True,293962,Immediate (0-3 months),Experienced,Conservative,Retirement,Long-term,Exclude Company: Old Dominion (ODFL),Prefer ESG: Ecolab (ECL),Tax-deferred
